"Reaction","WT_mean","mip6_mean","log2FC","p_value","FDR"
"MTHFD_rev",0.00349613578141189,0,-11.7719580965303,1.64490503385653e-25,8.30193246499354e-25
"MTHFR3",0.00349613578142318,0,-11.771958096535,4.11742369395262e-25,1.74888590564918e-24
"MTRI",0,0,0,NA,1
"NABTNO",0,0,0,NA,1
"NADH2_u6cm",6.55705240312808,6.36656191139313,-0.0425329236107954,7.79941358239863e-22,1.26759057128887e-21
"NADH2_u6m",11.633124982194,12.2707812159514,0.076988397222918,1.50209213357127e-20,2.41347387753586e-20
"NADK",0,0,0,NA,1
"NADKm",0,0,0,NA,1
"NADPPPS",0,0,0,NA,1
"NADPPPSm",0,0,0,NA,1
"NADPt",0,0,0,NA,1
"NADS1",0,0,0,NA,1
"NDP1",0,0,0,NA,1
"NDP3",0,0,0,NA,1
"NDP4",0,0,0,NA,1
"NDP7",0,0,0,NA,1
"NDPK1",0.780602094662925,0.581241442687499,-0.42544912896901,9.18484560553347e-21,1.48131532510295e-20
"NDPK1_rev",0,0,0,NA,1
"NDPK2",1.1514539665902,1.84023889268839,0.676435859072267,6.36496298371316e-22,1.26759057128887e-21
"NDPK3",0,0,0,NA,1
"NDPK3_rev",0.0155507716800985,0.0106555312769927,-0.545341029319314,1.5340035618729e-18,2.44642203733634e-18
"NDPK4",0,0,0,NA,1
"NDPK4_rev",0,0,0,NA,1
"NDPK5",0,0,0,NA,1
"NDPK5_rev",0.00162296438607424,0.00162296438598731,-7.72258035861591e-11,0.623854390197304,0.637222698558675
"NDPK6",0,0,0,NA,1
"NDPK6_rev",0.00162296438594154,0.00162296438598699,4.03734249123153e-11,0.0578367204561093,0.071918704567162
"NDPK7",0,0,0,NA,1
"NDPK7_rev",0,0,0,NA,1
"NDPK8",0,0,0,NA,1
"NDPK8_rev",0.00386879954060479,0.00387057373416377,0.000661283264111839,0.639858282169826,0.652017109384455
"NDPK9",0,0,0,NA,1
"NFORTYRt",0,0.0100561846587094,13.2959388827679,5.69814722594354e-25,2.14430277186823e-24
"NFTYROX",0,0.0100561846587094,13.2959388827679,5.69814722594354e-25,2.14430277186823e-24
"NH4t",0,0,0,NA,1
"NH4t_rev",3.91817869181187,3.76211582901024,-0.0586389115253072,6.23999579134781e-22,1.26759057128887e-21
"NH4ti",0,0,0,NA,1
"NH4tm",0,0,0,NA,1
"NH4tm_rev",0,0,0,NA,1
"NNATr",0,0,0,NA,1
"NNDPR",0,0,0,NA,1
"NTD1",0,0,0,NA,1
"NTD10",0,0,0,NA,1
"NTD11",0,0,0,NA,1
"NTD2",0,0,0,NA,1
"NTD3",0,0,0,NA,1
"NTD4",0,0,0,NA,1
"NTD5",0,0,0,NA,1
"NTD6",0.00243444657898029,0.00243444657889477,-5.06593070748689e-11,0.0360300499369166,0.0454614453615801
"NTD7",0,0,0,NA,1
"NTD8",0,0,0,NA,1
"NTD9",0,0,0,NA,1
"NTP3",0,0,0,NA,1
"NTP4",0,0,0,NA,1
"O2t",11.5273551116246,12,0.0579728684058052,1.00923169331926e-24,3.09316582707594e-24
"O2ter",0.0014877173537892,0.00148771735381573,2.57158266017954e-11,0.142806623276726,0.166027212427414
"O2tm",11.4896617637603,11.9623066521357,0.058159273422275,3.03606872695624e-22,7.08298252142433e-22
"OAAt",0,0,0,NA,1
"OAAt2m",0.0986475029652469,0,-16.5900095371278,1.55774150140705e-25,7.955608382186e-25
"OAAt2m_rev",0,0,0,NA,1
"OBDHm",0,0,0,NA,1
"OCBT",0,0,0,NA,1
"OHACT1",0,0,0,NA,1
"OHACT2",0,0,0,NA,1
"OHACT3",0,0,0,NA,1
"OHACT4",0,0,0,NA,1
"OHACT5",0,0,0,NA,1
"OMCDC",0,0,0,NA,1
"OMPDC",0,0,0,NA,1
"ORNDC",0,0,0,NA,1
"ORNTA",0,0,0,NA,1
"ORNTACim",0,0,0,NA,1
"ORNt2r",0,0,0,NA,1
"ORNt2r_rev",0.0323189637719818,0.0300804854795254,-0.103549769217661,1.27448673002466e-25,6.7500593479084e-25
"ORNt3m",0,0,0,NA,1
"ORPT",0,0,0,NA,1
"OXAGm",0,0,0,NA,1
"P5CDm",0.0555382049362946,0.0968344092363731,0.802028161206494,2.85770706661097e-23,7.75921728845638e-23
"P5CR",0,0,0,NA,1
"PACALDt",0,0,0,NA,1
"PACALDtm",0.0215349047892992,0.00914493277444927,-1.23554171686558,0.109257549995756,0.132032363234308
"PAK_SC",0,0,0,NA,1
"PAN4Ptm",0,0,0,NA,1
"PANTS",0,0,0,NA,1
"PANTtm",0,0,0,NA,1
"PAPSR",0,0,0,NA,1
"PAPt",0,0,0,NA,1
"PAPt_rev",0,0,0,NA,1
"PAPtm",0,0,0,NA,1
"PAtm_SC",8.25006896209049e-05,0,-6.38371620754652,4.77938015678093e-25,1.93429630873492e-24
"PC",0,0,0,NA,1
"PCDAGAT",3.02165139647554e-05,7.19863235719983e-07,-4.18194368567114,1.5581654764771e-14,2.43073814330427e-14
"PDE1",0,0,0,NA,1
"PDHm",1.03554189275836,1.20402150628205,0.217475048014992,7.71748205589288e-22,1.26759057128887e-21
"PETOHM_SC",0.00405741096496717,0.00405741096496717,0,NA,1
"PEtm_SC",7.10046918869256e-05,7.10046918869256e-05,3.20342650381492e-16,5.6486917353134e-08,8.07762918149816e-08
"PEtv_SC",0,0,0,NA,1
"PFK",0.00010121334680123,1e-04,-0.0172282996461091,1.44019401345064e-28,1.21145731719672e-27
"PFK26",0,0,0,NA,1
"PFK_3",7.67798307382676,7.63978700329772,-0.0071949622269284,7.79598320747168e-22,1.26759057128887e-21
"PGCD",0,0,0,NA,1
"PGI",4.15414769713607,3.80908640715283,-0.125107464348367,0.00505903553472458,0.00663708331619831
"PGI_rev",0.221850722368761,0.45309694518282,1.03022719447324,0.547193124930395,0.56839189006087
"PGK",15.4271344067124,15.5468932858243,0.0111562107789096,7.79484007016099e-22,1.26759057128887e-21
"PGK_rev",0,0,0,NA,1
"PGL",0.406701338577933,0.997228797177641,1.29395270467037,7.79826996356911e-22,1.26759057128887e-21
"PGM",15.4271344067124,15.5468932858243,0.0111562107789096,7.79598320747168e-22,1.26759057128887e-21
"PGMT",0,0,0,NA,1
"PGMT_rev",1.11801959139671,1.80838821661342,0.693758460447733,1.0086527501888e-24,3.09316582707594e-24
"PGM_rev",0,0,0,NA,1
"PHCDm",0,0,0,NA,1
"PHCHGSm",0,0,0,NA,1
"PHCHGSm_rev",0,0,0,NA,1
"PHEACt",0,0,0,NA,1
"PHETA1",0.0215349047892992,0.0218071473852252,0.0181232805141926,1.20310417258998e-25,6.70300896157277e-25
"PHETA1_rev",0,0,0,NA,1
"PHEt2r",0.11208279282415,0.112355035420076,0.00349994240116022,2.7289649149171e-23,7.75315197681746e-23
"PHEt2r_rev",0,0,0,NA,1
"PI35BP5P_SC",0,0,0,NA,1
"PI3P5K_SC",0,0,0,NA,1
"PI45BP5P_SC",0,0,0,NA,1
"PI4P5K_SC",0,0,0,NA,1
"PINOS_SC",0.0035840463523839,0.00358404635237635,-3.0374890109205e-12,0.00108646081487908,0.00147497370121242
"PIt2m",30.2953105240846,31.5172436541211,0.057046874196655,7.76631373210381e-22,1.26759057128887e-21
"PIt2m_rev",0,0,0,NA,1
"PIt2r",0.1336916912955,0.133691691295661,1.73561647976588e-12,0.0225255261587068,0.0287602700062061
"PIt5m",0,0,0,NA,1
"PLBPC_SC",0.000211140410643226,0.00021148121081542,0.00231580682227739,1.03108859877186e-25,6.14356956768236e-25
"PLD_SC",0,0,0,NA,1
"PMAN",0.000669472809213608,0.00066947280920811,-1.18299337359866e-11,0.397435643140809,0.419950470215288
"PMDPHT",0.000669472809213706,0.000669472809211418,-4.92350636504674e-12,0.0795395056266293,0.0983355847660633
"PMETM_SC",0.00405741096496717,0.00405741096496717,0,NA,1
"PMEVK",0.0014877173537892,0.00148771735381573,2.57158266017954e-11,0.142806623276726,0.166027212427414
"PMI12346PH",0,0,0,NA,1
"PMI12346PS",0,0,0,NA,1
"PMI1346PH",0,0,0,NA,1
"PMI1346PS",0,0,0,NA,1
"PMPK",0,0,0,NA,1
"PNTOt2",0,0,0,NA,1
"POLYAO",0,0,0,NA,1
"POLYAO2",0,0,0,NA,1
"POLYAO3",0,0,0,NA,1
"PPA",1.99723237818299,2.70003330572774,0.434974815186366,7.79484007016099e-22,1.26759057128887e-21
"PPAm",0.00825006896209049,0,-13.0103653235847,4.66786377712601e-25,1.93429630873492e-24
"PPCK",0,0,0,NA,1
"PPM",0,0,0,NA,1
"PPM_rev",0.141732127357819,0.141732127357867,4.93648024237794e-13,0.167802530970436,0.192479373760206
"PPND",0,0,0,NA,1
"PPND2",0,0,0,NA,1
"PPNDH",0,0,0,NA,1
"PPYRDC",0.0215349047892992,0.0218071473852252,0.0181232805141926,2.18309951844776e-24,6.50381731537563e-24
"PRAGSr",0,0,0,NA,1
"PRAIS",0,0,0,NA,1
"PRAIi",0,0,0,NA,1
"PRAMPC",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"PRASCSi",0,0,0,NA,1
"PRATPP",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"PRFGS",0,0,0,NA,1
"PRMICI",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"PRO1xm",0.0555382049362946,0.0968344092363731,0.802028161206494,2.85770706661097e-23,7.75921728845638e-23
"PROt2r",0.166914135924644,0.208210340224722,0.318933862383214,9.89019037370546e-23,2.45253853775702e-22
"PROt2r_rev",0,0,0,NA,1
"PROtm",0.0555382049362946,0.0968344092363731,0.802028161206494,2.85770706661097e-23,7.75921728845638e-23
"PRPPS",0,0.0020908610834597,11.0305713327774,1.44019401345064e-28,1.21145731719672e-27
"PSCVT",0,0,0,NA,1
"PSERDm_SC",7.10046918869256e-05,7.10046918869256e-05,3.20342650381492e-16,5.6486917353134e-08,8.07762918149816e-08
"PSERDv_SC",0,0,0,NA,1
"PSERS_SC",0,0.00825006896209993,13.0103653235863,1.44019401345064e-28,1.21145731719672e-27
"PSERS_SC_rev",0,0,0,NA,1
"PSERSm_SC",8.25006896209049e-05,0,-6.38371620754652,4.77938015678093e-25,1.93429630873492e-24
"PSERT",0,0,0,NA,1
"PSP_L",0,0,0,NA,1
"PStm_SC",0,7.10046918869256e-05,6.17001901174036,1.44019401345064e-28,1.21145731719672e-27
"PStm_SC_rev",1.14959977340407e-05,0,-3.64339419186909,2.53558196072377e-25,1.16963942059193e-24
"PStv_SC",0,0,0,NA,1
"PTPATi",0,0,0,NA,1
"PTRCt3i",1.72457483673056,1.4110178722634,-0.289504287466288,0.216254452191873,0.244139894711351
"PTRCtex2",1.72457483673056,1.4110178722634,-0.289504287466288,0.216254452191873,0.244139894711351
"PUNP1",0,0,0,NA,1
"PUNP1_rev",0.0214693756544118,0.0359757105559637,0.744715849870985,2.21634761079653e-08,3.23405824840718e-08
"PUNP2",0.0024326723854319,0.00243444657889477,0.00105136894066123,0.0253659076801106,0.0321951905170635
"PUNP2_rev",0,0,0,NA,1
"PUNP3",0,0,0,NA,1
"PUNP3_rev",0.033399254593369,0.0333992545932727,-4.15708657400661e-12,0.83126780514704,0.835161331166464
"PUNP4",0,0,0,NA,1
"PUNP5",0,0,0,NA,1
"PUNP5_rev",0.0145063349016271,0,-13.8244948901771,3.30354187243394e-08,4.77178270462681e-08
"PUNP6",1.7741935483871e-06,0,-1.47206844431522,0.325178960006528,0.356782030288492
"PUNP7",0,0,0,NA,1
"PYDAMK",0,0,0,NA,1
"PYK",15.4271344067124,15.5468932858243,0.0111562107789086,7.79369709331353e-22,1.26759057128887e-21
"PYNP2r",0,0,0,NA,1
"PYNP2r_rev",0.0723571622085415,0.0723571622085545,2.59797889459366e-13,0.000119570333114651,0.000164937855003811
"PYR5CDm",0,0,0,NA,1
"PYRDC",13.7622540326095,13.7536067736323,-0.000906775712780827,2.93911302539087e-15,4.65269183724237e-15
"PYRDC2",0.676088887839433,0.557905596307383,-0.277191460239074,0.665486478934794,0.674926003458692
"PYRt",0,0,0,NA,1
"PYRt2",0,0,0,NA,1
"PYRt2m",0.765796310153932,1.13584535815368,0.56873320200205,1.66721311749755e-16,2.64901639780166e-16
"PYRt2m_rev",0,0,0,NA,1
"QUILSYN",0,0,0,NA,1
"QULNS",0,0,0,NA,1
"RBFSa",0.00133894561843388,0.00133894561841722,-1.79343832817193e-11,3.70159899436989e-07,5.24087778410786e-07
"RBFSb",0.00066947280921958,0.00066947280921958,0,NA,1
"RBK",0,0,0,NA,1
"RNDR1",0,0,0,NA,1
"RNDR2",0,0,0,NA,1
"RNDR3",0,0,0,NA,1
"RNDR4",0,0,0,NA,1
"RNTR1",0.00486889315794646,0.00486889315786569,-2.39286349557447e-11,0.107226877800871,0.130682757319812
"RNTR2",0.00162296438607424,0.00162296438598731,-7.72258035861591e-11,0.623854390197304,0.637222698558675
"RNTR3",0,0,0,NA,1
"RNTR4",0.00162296438594154,0.00162296438598699,4.03734249123153e-11,0.0578367204561093,0.071918704567162
"RPE",0.175753510401084,0.568044575411941,1.69244497086655,7.79826996356911e-22,1.26759057128887e-21
"RPE_rev",0,0,0,NA,1
"RPI",0,0,0,NA,1
"RPI_rev",0.229608882558422,0.427845276147283,0.897907795948415,7.79941358239863e-22,1.26759057128887e-21
"R_TM_ac_c_sink",0.39094777150759,0.393123794124098,0.00800778201241908,7.70503752464323e-22,1.26759057128887e-21
"R_TM_ala__L_c_sink",0.268942049720312,0.26657511428972,-0.0127531878366685,7.80055736177764e-22,1.26759057128887e-21
"R_TM_arg__L_c_sink",0.0704949770585097,0.0693757379122815,-0.0230889238222222,1.44019401345064e-28,1.21145731719672e-27
"R_TM_asn__L_c_sink",0.0353435995641148,0.036467497395512,0.0451609608047001,2.85770706661097e-23,7.75921728845638e-23
"R_TM_asp__L_c_sink",0.188991523603845,0.227850056955781,0.269761899262584,1.44019401345064e-28,1.21145731719672e-27
"R_TM_cit_c_sink",1e-04,0.00010989701811133,0.134865280693577,1.44019401345064e-28,1.21145731719672e-27
"R_TM_etoh_c_sink",0.00015817404928034,1e-04,-0.656249854297075,1.44019401345064e-28,1.21145731719672e-27
"R_TM_fdp_c_sink",0.00010121334680123,1e-04,-0.0172282996461091,1.44019401345064e-28,1.21145731719672e-27
"R_TM_g3pc_c_sink",0.00010557020532161,0.00010574060540771,0.00230495032703886,1.44019401345064e-28,1.21145731719672e-27
"R_TM_glc__D_c_sink",6.21534860440061,7.7800582893875,0.323945606515292,7.78455905263246e-22,1.26759057128887e-21
"R_TM_gln__L_c_sink",1.00457914353321,0.991748375200352,-0.0185451755972272,1.44019401345064e-28,1.21145731719672e-27
"R_TM_glu__L_c_sink",1.1438648865938,1.20997332896899,0.0810585271704142,5.51638571634198e-23,1.43426028624891e-22
"R_TM_gly_c_sink",0.103087203861919,0.111395829427565,0.111828913342652,2.70562485832586e-23,7.75315197681746e-23
"R_TM_glyc_c_sink",0.00010650160653291,1e-04,-0.0900029270213282,1.44019401345064e-28,1.21145731719672e-27
"R_TM_gthrd_c_sink",1e-04,1e-04,0,NA,1
"R_TM_his__L_c_sink",0.0224171955814437,0.0234626261231735,0.0657558263237385,1.44019401345064e-28,1.21145731719672e-27
"R_TM_ile__L_c_sink",0.08236764682405,0.0869748954633386,0.0785203393349975,3.18688307879547e-22,7.16015359150171e-22
"R_TM_lac__L_c_sink",0.0001079143617958,1e-04,-0.108838912000032,1.44019401345064e-28,1.21145731719672e-27
"R_TM_leu__L_c_sink",0.101076100756162,0.100223110125726,-0.0122265803816199,1.44019401345064e-28,1.21145731719672e-27
"R_TM_lys__L_c_sink",0.0967692515144672,0.0967692515144672,0,NA,1
"R_TM_nad_c_sink",14.4951565883198,14.6146482177113,0.01184418368411,7.79369709331353e-22,1.26759057128887e-21
"R_TM_phe__L_c_sink",0.056041396412075,0.056177517710038,0.00349991121315922,1.20310417258998e-25,6.70300896157277e-25
"R_TM_pro__L_c_sink",0.0834570679623218,0.104105170112361,0.318932148101349,2.85770706661097e-23,7.75921728845638e-23
"R_TM_ser__L_c_sink",0.0672617302717757,0.0842364478439715,0.324654386744922,2.54623895636789e-23,7.38065211001232e-23
"R_TM_succ_c_sink",1e-04,1e-04,0,NA,1
"R_TM_thm_c_sink",1e-04,0.00010220963751122,0.0312224000753752,1.44019401345064e-28,1.21145731719672e-27
"R_TM_tre_c_sink",0.516519756878817,0.573073980859334,0.149897586538237,7.78684260075375e-22,1.26759057128887e-21
"R_TM_udpg_c_sink",1.11801959139671,1.80838821661342,0.693758460447733,1.009038676745e-24,3.09316582707594e-24
"R_TM_val__L_c_sink",0.0927899137069327,0.096377844678674,0.0547329668196685,1.44019401345064e-28,1.21145731719672e-27
"SACCD1",0,0,0,NA,1
"SACCD2",0,0,0,NA,1
"SADT",0,0,0,NA,1
"SAM24MT",0,0,0,NA,1
"SBTD_D2",0,0,0,NA,1
"SBTR",0.819299847293467,2.18172596119736,1.41300535061036,7.78570074654748e-22,1.26759057128887e-21
"SBT_Dt",0,0,0,NA,1
"SBT_Dt_rev",0.819299847293467,2.18172596119736,1.41300535061036,7.78570074654748e-22,1.26759057128887e-21
"SERAT",0,0,0,NA,1
"SERD_L",0,0,0,NA,1
"SERt2m",0.00825006896209473,0,-13.0103653235854,3.84099369084396e-25,1.66443059936571e-24
"SERt2m_rev",0,0,0,NA,1
"SERt2r",0.142773529505651,0.168472895687943,0.238786438882424,9.09271298193375e-23,2.29457286426446e-22
"SERt2r_rev",0,0,0,NA,1
"SHK3Dr",0,0,0,NA,1
"SHKK",0,0,0,NA,1
"SHSL1",0,0,0,NA,1
"SHSL4r",0,0,0,NA,1
"SLFAT",0,0,0,NA,1
"SLFAT_rev",0,0,0,NA,1
"SO3ti",0,0,0,NA,1
"SO4ti",0.0135247032165608,0.0135247032165608,0,NA,1
"SPMDAT1",0,0,0,NA,1
"SPMDt3i",1.5155321292285,1.77682930392031,0.229480513965326,0.379777728276446,0.41456652781322
"SPMDtex2",1.5155321292285,1.77682930392031,0.229480513965326,0.379777728276446,0.41456652781322
"SPMS",0,0,0,NA,1
"SPRMS",0,0,0,NA,1
"SQ23EPXter",0.0014877173537892,0.00148771735381573,2.57158266017954e-11,0.142806623276726,0.166027212427414
"SQLEr",0.0014877173537892,0.00148771735381573,2.57158266017954e-11,0.142806623276726,0.166027212427414
"SQLS",0.0014877173537892,0.00148771735381573,2.57158266017954e-11,0.142806623276726,0.166027212427414
"SQLter",0.0014877173537892,0.00148771735381573,2.57158266017954e-11,0.142806623276726,0.166027212427414
"SSALy",0,0,0,NA,1
"SUCCt2r",0,0,0,NA,1
"SUCCt2r_rev",0,0,0,NA,1
"SUCCtm",0,0,0,NA,1
"SUCD1m",0,2.33048246912502,21.1521978487336,1.42371000550344e-09,2.12073469569784e-09
"SUCD1m_rev",0,0,0,NA,1
"SUCD2_u6m",4.78893822783673,2.6519283269362,-0.852663799128138,0.534486683290197,0.556540745464792
"SUCD2_u6m_rev",0,0,0,NA,1
"SUCD3_u6m",0,2.63533217257119,21.3295539357524,2.73839342687584e-10,4.13651683144274e-10
"SUCD3_u6m_rev",0,9.03225806451613e-05,6.51289972351887,2.14900478801848e-09,3.19004516975754e-09
"SUCFUMtm",2e-04,2e-04,0,NA,1
"SUCOASm",4.78873822783678,4.98221079606126,0.0571404771544035,7.73675236725961e-22,1.26759057128887e-21
"SULR",0,0,0,NA,1
"TAGL_SC",0,0,0,NA,1
"TALA",0,0,0,NA,1
"TALA_rev",7.59010631862489,7.35576471559175,-0.0452447544456591,7.79484007016099e-22,1.26759057128887e-21
"THFATm",0,0,0,NA,1
"THIORDXi",0,0,0,NA,1
"THMP",5e-05,5.11048187556106e-05,0.0309195548504706,1.44019401345064e-28,1.21145731719672e-27
"THRA",0.00959571701942606,0.00420973774984071,-1.1884679273222,3.72509877941202e-22,8.32326758524873e-22
"THRD_L",1.86097287319812,1.86635885246771,0.00416937766384486,9.34094282186857e-23,2.34342951496001e-22
"THRD_Lm",0,0,0,NA,1
"THRS",0,0,0,NA,1
"THRt2m",0,0,0,NA,1
"THRt2r",2,2,0,NA,1
"THRt2r_rev",0,0,0,NA,1
"THYMt3r",0.00243444657898029,0.0024344465789803,5.76616770686684e-15,3.79978199739939e-10,5.6798135083078e-10
"TKT1",0.0878767552005645,0.284022287705971,1.6924393020591,7.77315092478508e-22,1.26759057128887e-21
"TKT1_rev",0,0,0,NA,1
"TKT2",0.0878767552005644,0.284022287705971,1.69243930205911,7.79941358239863e-22,1.26759057128887e-21
"TKT2_rev",0,0,0,NA,1
"TMDK1",0.0024344465789803,0.0024344465789803,0,NA,1
"TMDPK",5e-05,5.11048187556106e-05,0.0309195548504706,1.44019401345064e-28,1.21145731719672e-27
"TMDPP",0,0,0,NA,1
"TMDPP_rev",0.00243444657898029,0.0024344465789803,5.76616770686684e-15,3.79978199739939e-10,5.6798135083078e-10
"TMDS",0,0,0,NA,1
"TMN",0,0,0,NA,1
"TMPK",5e-05,5.11048187556106e-05,0.0309195548504706,1.44019401345064e-28,1.21145731719672e-27
"TMPPP",0,0,0,NA,1
"TPI",7.66117336433959,7.62298399482544,-0.00720952031115327,7.79712650526732e-22,1.26759057128887e-21
"TPI_rev",0,0,0,NA,1
"TRDR",0.00811482193014405,0.0081148219298973,-4.38625970615022e-11,0.758581303468766,0.76392342532418
"TRE6PP",0,0,0,NA,1
"TRE6PS",0,0,0,NA,1
"TREH",1.01721561099426,1.1303240589553,0.152110796318337,7.78570074654748e-22,1.26759057128887e-21
"TREHv",0,0.853852038281332,19.7036282548355,1.00807412674115e-24,3.09316582707594e-24
"TREt2",1.03303951375763,2,0.953103886455999,1.00826696571384e-24,3.09316582707594e-24
"TREt2v",0,0.853852038281332,19.7036282548355,1.00807412674115e-24,3.09316582707594e-24
"TRIGS_SC",0.00144150066498835,0.00439116573789189,1.60636051136038,1.5581654764771e-14,2.43073814330427e-14
"TRPO2",0,0,0,NA,1
"TRPS1",0,0,0,NA,1
"TRPTA",0,0,0,NA,1
"TRPt2r",0.0192050785675113,0.0192050785675113,-3.20342650381492e-16,3.79978199739939e-10,5.6798135083078e-10
"TRPt2r_rev",0,0,0,NA,1
"TTDCAtr",0,0,0,NA,1
"TTDCAtr_rev",0,0,0,NA,1
"TYRNFT",0,0.0100561846587094,13.2959388827679,5.69814722594354e-25,2.14430277186823e-24
"TYRTAi",0,0,0,NA,1
"TYRTAim",0,0,0,NA,1
"TYRt2m",0,0,0,NA,1
"TYRt2r",0.068975986404442,0.089088355721861,0.369137971735361,7.08441306012838e-24,2.09600910537591e-23
"TYRt2r_rev",0,0,0,NA,1
"TYRt6",0,0.426926019140666,18.7036299444638,1.00807412674115e-24,3.09316582707594e-24
"TYRt7",0,0.426926019140666,18.7036299444638,1.00807412674115e-24,3.09316582707594e-24
"UGLT",0,0,0,NA,1
"UGLT_rev",0,0,0,NA,1
"UMPK",0.0318506760749525,0.0318506760749655,5.90391504652969e-13,0.000119570333114651,0.000164937855003811
"UNK3",0,0,0,NA,1
"UPPRT",0,0,0,NA,1
"URAt2",0,0.072357162208585,16.1428681456315,1.92963057232252e-25,9.19790572807067e-25
"UREA2t2",0,0,0,NA,1
"UREA2t2_rev",0.0323189637719818,0.0300804854795254,-0.103549769217662,1.27448673002466e-25,6.7500593479084e-25
"UREASE",0,0,0,NA,1
"URIDK2r",0,0,0,NA,1
"URIDK2r_rev",0.00162296438598687,0.00162296438598687,0,NA,1
"URIK1",0.0175057650504563,0.0478490911379159,1.45060914942028,3.52651318881554e-07,5.00951707947637e-07
"URIK2",0.0548513971580851,0.0245080710706386,-1.16223886562343,0.000658193431511635,0.000902124543509557
"UTPH1",0,0,0,NA,1
"VALTA",0.00664800385881275,0.0138238658022954,1.05605535624271,1.44019401345064e-28,1.21145731719672e-27
"VALTA_rev",0,0,0,NA,1
"VALTAim",0,0,0,NA,1
"VALt2m",0,0,0,NA,1
"VALt2r",0.185579827413865,0.192755689357348,0.0547332562231503,5.60755520678148e-25,2.14430277186823e-24
"VALt2r_rev",0,0,0,NA,1
"XANt",0,0,0,NA,1
"XANt_rev",0,0,0,NA,1
"XPPT",0,0,0,NA,1
"ZYMSTt",0,0,0,NA,1
"ZYMSTt_rev",0,0,0,NA,1
