Reaction_id,Condition1,Condition2,Condition3,Condition4,Condition5,Condition6
13BGH,0.0,0.0,0.0,0.0,0.0,0.0
13GS,0.7673916605074591,0.7673916605074591,0.7673916605074591,0.7673916605074591,0.7673916605074591,0.7673916605074591
2DDA7Ptm@CITtbm@DDPAm@E4Ptm,0.0,0.0,0.0,0.0,0.0,0.0
2DHPtm@DPRm@PANTtm,0.0,0.0,0.0,0.0,0.0,0.0
2HBO@2HBt2,0.0,0.0,0.0,0.0,0.0,0.0
2MBACt@OHACT3,0.0,0.0,0.0,0.0,0.0,0.0
2MBALDt,0.0,0.0,0.0,0.0,0.0,0.0
2MBALDtm@2MBTOHtm@ALCD22xim,0.0,0.0,0.0,0.0,0.0,0.0
2MBTOHt,1.2218773550159072,0.0,0.0,1.476945306271831,0.0,0.0
2MPPALt,0.0,0.0,0.0,0.0,0.0,0.0
ACALDCD,6.172876586817807,6.91800739422007,0.0,5.8127925381942305,6.986233507674266,1.8905663659574974
ACALDt,0.0,0.0,0.0,0.0,0.0,0.0
ACALDtm,0.0,0.0,0.0,0.0,0.0,0.0
ACCOAC,0.26887109992663116,0.26887109994996267,0.26887109994996417,0.26887109992662583,0.26887109994995995,0.26887109992662717
AGAT_SC,0.016803008471156025,0.016808749078193894,0.01680300847278597,0.016804370659045154,0.016808578678114115,0.01680300847114296
AGPRim@ACGKm@ACOTAim@ORNTACim@ORNt3m,0.0,0.0,0.0,0.0,0.0,0.0
AGTi,0.0,0.0,0.0,0.0,0.00019999999999997797,0.00019999999999997797
2MPPALtm@ALCD23xim@IBUTOHtm,0.0,0.0,0.0,0.0,0.006648003858812757,0.0
ACESt,0.0,0.0,0.0,0.0,0.0,0.0
AHCi,0.012645597507478734,0.012645597507478762,0.01264559750747879,0.012645597507478692,0.012645597507478724,0.012645597507478734
AHSERL2,0.0,0.0,0.0,0.0,0.0,0.0
2OBUTtm,1.2590701569345457,0.0,0.0,1.494848033340336,0.0,0.0
2OXOADPtim@AATA@HCITSm@HACNHm@HICITDm@MCITDm@OXAGm@SACCD1@SACCD2,0.0,0.0,0.0,0.0,0.0,0.0
ACHBSm@DHAD2m@KARA2im,1.2590701569345457,0.0,0.0,1.494848033340336,0.0,0.0
ACHLE1,0.0,0.0,0.0,0.0,0.0,0.0
2PHETOHt,0.0,0.0,0.0,0.0,0.0,0.0
ACHLE2,0.0,0.0,0.0,0.0,0.0,0.0
ACHLE3,0.0,0.0,0.0,0.0,0.0,0.0
ACLSm@DHAD1m@KARA1im,0.0,0.0,0.20536359747874755,0.0,0.0,0.20536359747874755
2PHETOHtm@ALCD25xim@PACALDtm,0.0,0.0,0.0,0.0,0.02153490478930091,0.0
ACOAHim,0.0,0.0,0.0,0.0,0.0,0.0
AICART@IMPC,0.0,0.0,0.0,0.0,0.0,0.0
AIRCr@ADSL2r@GLUPRT@GARFT@PRAGSr@PRAIS@PRASCSi@PRFGS,0.0,0.0,0.0,0.0,0.0,0.0
AKGDam@AKGDbm@SUCOASm,5.040781986001079,4.982210796058545,3.856792735812459,5.172511513002172,4.788738227838559,3.812558666355564
AKGMAL,0.0,0.0,0.0,0.0,0.0,0.0
AKGt2r,0.0,0.0,0.0,0.0,0.0,0.0
ALATA_L,0.0,0.0,0.0,0.0,0.0,0.0
ALATA_Lm@ALAtmi,0.23519219383855577,0.22289353694032016,0.02857650304750059,0.2415720041513409,0.22742740780282428,0.0881471490612658
34HPPt2m@TYRTAim@TYRt2m,0.0,0.0,0.0,0.0,0.0,0.0
ALAt2r,0.07318493649596436,0.08736315484750334,0.09154278404343863,0.06868468763648261,0.08302928398499931,0.09035273184478054
ACONT,0.00021071592774100697,0.00021979403622267475,0.00020524521459627906,0.00020544734105683491,0.00019999999999242846,0.00020167809891813475
ACONT3m@MCITL2m@MCITSm@OBDHm,0.0,0.0,0.0,0.0,0.0,0.0
ACONTm,1.4709122482882713,1.1770227998743448,0.0,1.4476690231502216,1.0085629803913272,0.0
ALCD22xi,1.2218773550159072,0.0,0.0,1.476945306271831,0.0,0.0
ALCD22yi,0.0,0.0,0.0,0.0,0.0,0.0
ALCD23xi,0.013072211410087888,0.013823865802295419,0.20536359747874755,0.009276974334107046,0.0,0.20786619632247708
ALCD23yi,0.0,0.0,0.0,0.0,0.0,0.0
ALCD24xi,0.002002462208600873,1.0118582073625682e-05,0.0,0.002486938309057315,0.0,0.0
ALCD24xim@3MBALDtm@IAMOHtm,0.0,0.0,0.0,0.0,0.00171609984294549,0.0
ACPSm@DPCOAK@PAN4Ptm@PAPtm@PTPATi,0.0,0.0,0.0,0.0,0.0,0.0
ACRNtm@CRNtim,0.0,0.0,0.0,0.0,0.0,0.0
ACS,0.3067402689303825,0.30674026895699974,0.30674026895700146,0.306740268930376,0.3067402689569967,0.3067402689303773
ACSm,0.0,0.0,0.0,0.0,0.0,0.0
ACt2r,0.0,0.0,0.0,0.0,0.0,0.0
ALCD24yi,0.0,0.0,0.0,0.0,0.0,0.0
ALCD25xi,0.0,0.021807147385225198,0.0,0.0,0.0,0.0012915614197826118
ALCD25yi,0.0,0.0,0.0,0.0,0.0,0.0
ACtm,0.0,0.0,0.0,0.0,0.0,0.0
3C3HMPt,0.0,0.0,0.0,0.0,0.0,0.0
ACtr,0.0,1.046914173419862,0.0,0.0,0.0,4.1274679618257135
ADA,0.0,0.0,1.9664587360229473,0.0,0.04862130806353093,0.0
ADCL@ADCS@4ABZt,0.0,0.0,0.0,0.0,0.0,0.0
ALCD26xi,0.0,0.0,0.1184192807522235,0.0,0.0,0.11330878389750054
ALCD26xim@IND3ETHtm@ID3ACALDtm,0.0,0.0,0.0,0.0,0.0,0.0
ALCD2x_copy1,0.0,0.0,0.0,0.0,0.0,0.0
ALCD2ir,0.00022099182401928572,0.0,0.0003715289630742759,0.00026881270804409704,0.0,0.00036503824493239206
ALCD2irm@ETOHtm,0.0,0.0002,0.0,0.0,0.0003163480985606866,0.0
3C3HMPtm@IPPSm,0.0,0.0,0.0,0.0,0.0,0.0
ADD,0.0,0.0,0.0,1.966458736022932,0.0,0.0
ADEt2,2.0,0.033541263977071925,2.0,2.0,0.033541263977071904,0.033541263977074166
ADHAPR_SC@GAT2_SC,0.0,0.0,0.0,0.0,0.0,0.0
ADK1,0.8690724223758792,0.3286990678191217,0.8706967309918419,0.9438686071062561,0.0,0.8706974267499883
ADK1m,0.0,0.0,0.0,0.0,0.0,0.0
ADK3,0.0,0.0,0.0,0.0,0.32451590003306274,0.0
ALCD2x_copy2,0.0,0.0,0.0,0.0,0.0,0.0
ALDD22x@MOHMT@PANTS@PNTOt2,0.0,0.0,0.0,0.0,0.0,0.0
ALDD2xm,0.0,0.0,0.0,0.0,0.0,0.0
ALDD2y,0.3896753241105945,0.4795073192902846,0.4390122426753619,0.39480165227879505,0.4751552740572772,0.4404874048756664
ALDD2ym,0.0,0.0,0.0,0.0,0.0,0.0
ADK3m@GTPt2m,0.0,0.0,0.0,0.0,0.0,0.0
ADK4@NDPK9,0.0,0.0,0.0,0.0,0.0,0.0
ADMDC@DKMPPD2@MDRPD@MTAP@MTRI@UNK3,0.0,0.0,0.0,0.0,0.0,0.0
ADNCYC@PDE1,0.0,0.0,0.0,0.0,0.0,0.0
ADNK1,0.04618686148509702,0.04862130806359188,0.04618686148453155,0.04618686148454672,0.0,0.04618686148453578
ADNUC,0.0,0.0,0.0,0.0,0.0,0.0
ADPT,0.0,0.0,0.0,0.0,0.0,0.0
ADSK@PAPSR,0.0,0.0,0.0,0.0,0.0,0.0
ALPHNH@UREASE,0.0,0.0,0.0,0.0,0.0,0.0
ADSL1r@ADSS,0.0,0.0020908610834597385,0.0,0.0,0.0762415006241195,0.0
AMPN,0.0,0.0,0.0,0.0,0.0,0.0
AMPDA,0.0,0.0,0.0,0.0,0.027620192560588563,0.0
ANPRT@IGPS@PRAIi@TRPS1,0.0,0.0,0.0,0.0,0.0,0.0
ATPtm_H,31.59223767437268,31.570522701436712,30.113160510083063,31.72677330338049,30.381328061921103,30.05794284187485
ANS,0.0,0.0,0.0,0.0,0.0,0.0
AP4AH@ATPATF1,0.0,0.0,0.0,0.0,0.0,0.0
APRTO2@AABTN@NABTNO@POLYAO,0.0,0.0,0.0,0.0,0.0,0.0
3HAO@HKYNH@KYN3OX@QUILSYN,0.0,0.0,0.0,0.0,0.0,0.0
ARGN,0.04129260929143054,0.030080485479525368,0.0,0.042687203670492904,0.032318963771981804,0.002921921686251369
BPNT,0.0,0.0,0.0,0.0,0.0,0.0
BTDD_RR@BTDt_RR,0.0,0.0,0.0,0.0,0.0,0.0
C14STR@C3STDH1@C3STDH2@C3STKR1@C3STKR2@C4STMO1@C4STMO2,0.001487717353818982,0.001487717353818982,0.001487717353818982,0.001487717353818982,0.001487717353818982,0.001487717353818982
C22STDS,0.0,0.0,0.0,0.0,0.0,0.0
C22STDSx,0.0,0.0,0.0,0.0,0.0,0.0
C24STRer@ERGSTter@ERGTETROLter,0.0004733646125771873,0.0004733646125795042,0.0004733646125795042,0.0004733646125795042,0.0004733646125795042,0.0004733646125795042
ARGSL@ARGSS@OCBT,0.0,0.0,0.0,0.0,0.0,0.0
ARGt2r,0.1499635996364681,0.13875147582456293,0.10867099034503758,0.1513581940155304,0.14098995411701942,0.11159291203128899
ASAD,0.0,0.0,0.0,0.0,0.0,0.0
ASNN,0.002251059699411223,0.00416187893483148,0.0004363630388512507,0.0,0.0019140832720369455,0.0
ASNNe,0.0,0.0,0.0,0.0,0.0,0.0
ASNS1,0.0,0.0,0.0,0.0,0.0,0.0
3MBALDt,0.0,0.0,0.0,0.0,0.0,0.0
C5STDS,0.0,0.0,0.0,0.0,0.0,0.0
C8STI,0.0,0.0,0.0,0.0,0.0,0.0
ASNt2r,0.07102417555560492,0.07293499479102517,0.06920947889504503,0.06877311585619368,0.07068719912823074,0.06877311585619368
ASNt6@ASNt7,0.0,0.0,0.0,0.0,0.0,0.0
CAT,0.0,0.0,0.0,0.0,0.0,0.0
ASPCT@DHORTS@OMPDC@ORPT,0.0,0.0,0.0,0.0,0.0,0.0
3MOBDC,0.013072211410087888,0.013823865802295419,0.20536359747874755,0.009276974334107046,0.006648003858812757,0.20786619632247708
ASPGLU2m,0.0,0.0,0.0,0.0,0.0,0.0
ASPK,0.0,0.0,0.0,0.0,0.0,0.0
ASPOcm@QULNS,0.0,0.0,0.0,0.0,0.0,0.0
CBPS,0.0,0.0,0.0,0.0,0.0,0.0
ASPTA,0.19885769511580692,0.24826741354698198,0.05001446429811815,0.18897334308449068,0.09864750296524405,0.0
ASPTAm,0.0,0.0,0.0,0.0,0.0,0.0
3MOBtm,0.0,0.0,0.0,0.0,0.0,0.0
ASPt2m,0.0,0.0,0.0,0.0,0.0,0.0
ASPt2n@ASPt5n@CO2tn@H2Otn@HCO3En@HCO3tn,0.0,0.0,0.0,0.0,0.0,0.0
CERASE124er,0.0,0.0,0.0,0.0,0.0,0.0
3MOPDC,1.2218773550159072,0.0,0.0,1.476945306271831,0.0,0.0
CERASE126er,0.0,0.0,0.0,0.0,0.0,0.0
ASPt2r,0.0,0.0,0.0,0.0,0.0,0.0
CERASE224er,0.0,0.0,0.0,0.0,0.0,0.0
CERASE226er,0.0,0.0,0.0,0.0,0.0,0.0
3MOPt,0.0,0.0,0.0,0.0,0.0,0.0
ATPH1,0.0,0.0,0.0,0.0,0.0,0.0
ATPM,1.0,1.0,1.0,1.0,1.0,1.0
CERS124er,0.0,0.0,0.0,0.0,0.0,0.0
CERS126er,0.0,0.0,0.0,0.0,0.0,0.0
CERS224er,0.0,0.0,0.0,0.0,0.0,0.0
ATPPRT@HISTD@HISTP@HSTPT@IG3PS@IGPDH@PRAMPC@PRATPP@PRMICI,0.0,0.002090861083459704,0.0,0.0,0.0,0.0
ATPS,0.0,0.0,0.0,0.0,0.0,0.0
ATPS3m,26.5514556883716,26.588311905378166,26.256367774270604,26.55426179037832,25.592589834082542,26.245384175519288
CERS226er,0.0,0.0,0.0,0.0,0.0,0.0
3MOPtm,0.0,0.021819637717567703,0.021908904861137474,0.0,0.017212389078279433,0.014853866720764414
CITtcm,0.21184209135372548,0.3034175279144587,0.0,0.2005318083865982,0.14575890053454235,0.0
CHLPCTD@CHOLK@DAGCPT_SC,0.0001,0.0001057406054077121,9.99999999999994e-05,0.00010136218790278111,0.00010557020532161679,9.99999999999994e-05
CHLSTI,0.0004733646125771873,0.0004733646125771873,0.0004733646125771873,0.0004733646125771873,0.0004733646125771873,0.0004733646125771873
CMPN,0.0,0.0,0.0,0.0,0.0,0.0
CHORM,0.0,0.0,0.0,0.0,0.0,0.0
CHORS@DHQS@DHQTi@SHK3Dr@SHKK@PSCVT,0.0,0.0,0.0,0.0,0.0,0.0
CO2t,0.0,0.0,0.0,0.0,0.0,0.0
CO2tm,0.0,0.0,0.0,0.0,0.0,0.0
CITt2r,0.0,0.0,0.0,0.0,0.0,0.0
CO2tv@PEtv_SC@PSERDv_SC@PStv_SC,0.0,0.0,0.0,0.0,0.0,0.0
COAtim,0.008926304122913897,0.008926304122791828,0.008926304122913894,0.008926304122913842,0.008926304122913953,0.008926304122916517
CITtam,0.0,0.0,0.0,0.0,0.0,0.0
CRNCARtm,0.0,0.0,0.0,0.0,0.0,0.0
DCTPD,0.0,0.0,0.0,0.0,0.0,0.0
DCYTD@NTD3,0.0,0.0,0.0,0.0,0.0,0.0
CSNATm@CSNATr,0.0,0.0,0.0,0.0,0.0,0.0
DDPA,0.0,0.0,0.0,0.0,0.0,0.0
DESAT16,0.006437758730637469,0.0,0.006437758731196218,0.006437758730637469,0.0,0.00643775873063747
DESAT18,0.012496825771237438,0.0,0.012496825772322069,0.012496825771237438,0.0,0.012496825771237438
CSND,0.07479160878756277,0.0,0.07479160878756166,0.0723571622085796,0.07235716220858138,0.07479160878756166
CSNt2,0.07479160878756277,0.0,0.07479160878756166,0.0723571622085796,0.07235716220858138,0.07479160878756166
CSm,1.4711229642157377,1.1772425939105102,0.00020524521456617706,1.4478744704912785,1.0087629803913671,0.00020167809891802335
DESAT18_2@DOLPMMer@DB4PS@DOLPMTcer@DOLPt2er@DROPPRy@DRTPPD@GTPCII@MAN1PT@MAN6PI@MANNANter@MI1PS@PMAN,0.0006694728092135187,0.0006694728092135187,0.0006694728092135187,0.0006694728091614793,0.0006694728092135187,0.0006694728091614793
DGK1,0.0,0.0,0.0,0.0,0.0,0.0
CTPS1,0.030227711687713286,0.03022771168900107,0.030227711689343233,0.030227711689005482,0.030227711689005482,0.030227711689005482
CTPS2,0.0,0.0,0.0,0.0,0.0,0.0
CTPtm@DASYNm_SC@PAtm_SC@PSERSm_SC,0.0,0.0,0.0,0.0,8.250068962070683e-05,8.25006896209993e-05
DHAK@GLYCDy,0.00010919254932992877,0.0001,0.0001,0.00010551620452978685,0.0001065016065329116,0.0001
CYOOm@O2tm,11.962306652137032,11.962306652135112,11.699294587694013,11.96230665213702,11.489661763771714,11.699294587694055
CYOR_u6m,23.924513304274065,23.924513304270224,23.398388916087747,23.924512493127494,22.979115613181634,23.398378307483153
DHAPtm@GLYC3Ptm,0.0,0.0,0.0,0.0,0.0,0.0
DHFR@TMDS,0.0024344465789803075,0.0,0.0024344465789803075,0.0,0.0,0.0024344465789803075
CYSS@SERAT,0.0,0.0,0.0,0.0,0.0,0.0
CYSTGL,0.012645597507478734,0.012645597507478724,0.012645597507478724,0.012645597507478692,0.009149461726000988,0.012645597507478724
CYSTL,0.0,0.0,0.0,0.09554978708116739,0.0,0.0
CYSTS,0.012645597507478734,0.012645597507478762,0.01264559750747879,0.10819538458864608,0.009149461726000988,0.012645597507478734
DHORD4i,0.0,0.0,0.0,0.0,0.0,0.0
DHORDfum,0.0,0.0,0.0,0.0,0.0,0.0
CYSt2r,0.0,0.0,0.0,0.0,0.0,0.0
CYTD,0.0,0.0,0.0,0.0,0.0,0.0
CYTDK2,0.0,0.0,0.0,0.0,0.0,0.0
DHORDi,0.0,0.0,0.0,0.0,0.0,0.0
CYTK1,0.0,0.0,0.0,0.0,0.0,0.0
CYTK2,0.0,0.0,0.0,0.0,0.0,0.0
DADA@PUNP6,1.9664587360229433,0.0,0.0,0.0,0.0,0.0
DADK,0.0,0.0,0.0,0.0,0.0,0.0
DIAT@POLYAO2,0.0,0.0,0.0,0.0,0.0,0.0
DAGPYP_SC,0.004563152061493145,0.004568892666871609,0.004563152061493145,0.004564514249366678,0.004568722266785514,0.0045631520614638965
DMATT,0.00297543470708588,0.002975434707637964,0.002975434707674359,0.002975434707637964,0.002975434707700342,0.0029754347076379637
DASYN_SC,0.011834115313166162,0.011834115314483196,0.011834115314796109,0.011834115314487605,0.0035840463523876746,0.0035840463523584276
DCMPDA,0.0,0.0,0.0,0.0,0.0,0.0
4HGLSDm@PHCDm@PHCHGSm,0.0,0.0,0.0,0.0,0.0,0.0
DPMVD,0.008926304122913892,0.008926304122913892,0.008926304122913892,0.008926304122911954,0.008926304122913892,0.008926304122913892
DPR,0.0,0.0,0.0,0.0,0.0,0.0
ENO@PGM,15.344987013144596,15.546893285862433,16.95999412997412,14.888367544922566,15.427134406750207,16.04875382162025
DTMPK@DTTPt@NDPK4,0.0,0.0,0.0,0.0,0.0,0.0
DURIK1,0.0,0.0,0.0,0.0,0.0,0.0
DURIPP,0.0,0.0,0.0,0.0024344465789803075,0.0,0.0
DUTPDP,0.0,0.0,0.0,0.0,0.0,0.0
EPISTt,0.0,0.0,0.0,0.0,0.0,0.0
D_LACDcm,0.0,0.0,0.0001,0.0,0.0001,0.0001
4MOPDC,0.002002462208600873,1.0118582073625682e-05,0.0,0.002486938309057315,0.00171609984294549,0.0
D_LACDm,0.0,0.0,0.0,0.0,0.0,0.0
D_LACt2,0.0,0.0,0.0,0.0,0.0,0.0
D_LACt2m,0.0,0.0,0.0,0.0,0.0,0.0
D_LACtm,0.0,0.0,0.0,0.0,0.9891994006270264,0.0
ERGSTt,0.0,0.0,0.0,0.0,0.0,0.0
ETOHt,0.0,0.0,0.0,0.0,0.0,0.0
6PGLter@G6PDH2er@G6Pter,0.0019610819661201274,0.0019610819663962165,0.001961081966396161,0.0019610819663961696,0.001961081966396161,0.001961081966396161
AASAD1,0.0,0.0,0.0,0.0,0.0,0.0
AASAD2,0.0,0.0,0.0,0.0,0.0,0.0
ABTA@SSALy,0.0,0.0,0.0,0.0,0.0,0.0
ABUTt2r,0.0,0.0,0.0,0.0,0.0,0.0
ACACT1r@HMGCOAS,0.0,0.0,0.0,0.0,0.0,0.0
ACACT1m@HMGCOASm@HMGCOAtm,0.008926304122913892,0.008926304122913892,0.008926304122913892,0.008926304122913892,0.008926304122913892,0.008926304122913892
FACOAL161,3.4000000000000007e-05,0.006473710537034813,3.400000000000021e-05,3.446314388694557e-05,0.006473652601006615,3.400000000000021e-05
FACOAL180,1e-05,1.057406054077121e-05,1.0000000000000062e-05,0.014400420440215177,0.0019040154708842986,0.014400284221424928
FACOAL181,4.8e-05,0.012547581262886853,4.800000000000029e-05,4.865385019333492e-05,0.012547499470847044,4.800000000000029e-05
FACOAL182,1.8e-05,1.9033308973388177e-05,1.800000000000011e-05,1.8245193822500593e-05,1.9002636957891022e-05,1.800000000000011e-05
FAS180,0.0,0.0,0.0,0.014390284221424928,0.0018934584503518287,0.01439028422142493
FAS100@FAS80_L,0.0,0.0,0.0,0.0,0.0,0.0
FAS100COA@FAS80COA_L,0.03786916900375131,0.037869169007037067,0.037869169007037295,0.03786916900375015,0.03786916900703674,0.03786916900375012
FAS120,4.000000000000001e-06,4.229624216308484e-06,3.999999999999976e-06,4.054487516111243e-06,4.222808212864672e-06,3.999999999999976e-06
FAS120COA,0.03710778562367606,0.03710755600268003,0.037107785626896574,0.037107731136159054,0.03710756281868302,0.03710778562367512
FAS140,1.6000000000000003e-05,1.6918496865233937e-05,1.5999999999999904e-05,1.6217950064444973e-05,1.6891232851458687e-05,1.5999999999999904e-05
FAS140COA,0.03482363548345107,0.03482271698960891,0.03482363548647438,0.034823417533385734,0.03482274425362223,0.03482363548345013
FACOAL140,0.0,0.0,3.600000000000003e-05,3.649038764500119e-05,0.0,3.600000000000003e-05
FAS160,0.0310527185830749,0.0,0.0,0.0,0.0,0.0
FAS160COA,0.0,0.024614959854573775,0.031052718585770078,0.031052718583074915,0.024614959854573848,0.0310527185830749
FAS161,0.0,0.006437758731196218,0.0,0.0,0.006437758731196182,0.0
FACOAL160,0.031106718581431256,0.0,5.4000000108026663e-05,0.0,0.0,0.0
G3PDm,0.0,0.0,0.0,0.0,0.0,0.0
FAS180COA,0.01439028422142493,0.0018934584503518287,0.014390284222673898,0.0,0.0,0.0
GLUK,0.0,0.0,8.736799540250336,0.0,0.0,0.0
FAS181,0.0,0.012496825772322067,0.0,0.0,0.012496825772322069,0.0
G3PT,0.00010919254932992877,0.0001,0.0001,0.00010551620452978685,0.0001065016065329116,0.0001
G5SADs@P5CR,0.0,0.0,0.0,0.0,0.0,0.0
G5SADrm@PYR5CDm,0.0,0.0,0.10532177191353131,0.0,0.0,0.10256090359779897
G5SD,0.0,0.0,0.0,0.0,0.0,0.0
G5SD2,0.0,0.0,0.0,0.0,0.0,0.0
GLUN,1.767910786831648,1.9101307033659871,1.9755476274275106,1.9287248140487432,1.933303957581955,2.0318321466690503
G6PDA,0.0,0.0,0.0,0.0,0.0,0.0
G6PDH2r,0.0,0.9952677151943815,0.49868544508320733,0.0020471955288732715,0.40474025659162294,0.4073703250348011
G6PI,0.0,0.0,0.0,8.114858914976661,8.048661163245495,0.0
G6PI3,0.0,0.0,8.736799540250336,8.114858914976661,8.048661163245495,0.0
GALT@UGLT,0.0,0.0,0.0,0.0,0.0,0.0
GLUSx,0.0,0.0,0.0,0.0,0.0,0.0
GLUt2r,2.0,2.0,2.0,2.0,2.0,1.985359042147954
GLUt5m@PIt5m,0.0,0.0,0.0,0.0,0.0,0.0
GLUt7m,3.7758758225749913,4.011771114862282,3.7248422877254885,3.925374298238549,3.8703959430454766,3.7099960846588473
GLXt,0.0,0.0,0.0,0.0,0.0,0.0
GALUi,2.333565622699831,1.808388216604158,0.0,2.0090338273181008,1.1180195913967061,0.0
GAM6Pt,0.0,0.0,0.0,0.0,0.0,0.0
GAPD@PGK,15.3449870131446,15.546893285862433,16.95999412997412,14.888367544922566,15.427134406750207,16.04875382162025
GLYCLm,0.0,0.0,0.0,0.0,0.0,0.0
GLYCt,0.0,0.0,0.0,0.0,0.0,0.0
GLYCt2,0.0,0.0,0.0,0.0,0.0,0.0
GAT1_SC,0.01680300847114296,0.01680874907819405,0.01680300847278634,0.016804370659045744,0.016808578678107956,0.01680300847114296
GBEZ@GLYGS,0.0,0.0,0.0,0.0,0.0,0.0
GCC2am@GCC2bim,0.0,0.0,0.0,0.0,0.0,0.0
GCC2cm_copy1,0.0,0.0,3.856792735812459,0.0,4.788738227838559,3.76832459689867
GCCam@GCCbim@GCCcm,0.0,0.0,0.0,0.0,0.0,0.0
GLYK,0.0,0.0,0.0,0.0,0.0,0.0
GLYOX,0.00010937893237208307,0.0001,0.0001,0.00011436683081901056,0.0001,0.0001
GLYt2m@GHMT2rm,0.0,0.0,0.0,0.0,0.0,0.0
GLYt2r,0.19327399060534578,0.16996572255368858,0.1539304014557285,0.19637869070441147,0.18658297368498214,0.16011235554641767
GMPS2,0.0,0.0,0.0,0.0,0.0,0.0
GND@PGL,0.0019610819661201274,0.9972287971607515,0.5006465270496034,0.004008277495269441,0.4067013385580191,0.40933140700120063
GNNUC,0.0,0.0,0.0,0.0,0.0,0.0
GF6PTA,0.0,0.0,0.0,0.0,0.0,0.0
GPDDA1,0.0001,0.0001057406054077121,9.99999999999994e-05,0.00010136218790278111,0.00010557020532161679,9.99999999999994e-05
FBA,0.0001,0.0001,0.00010482087066746075,0.0001,0.00010121334680123186,0.00010648740663496313
GHMT2r,0.003104700099065605,0.022203230400797552,0.04244828924868296,0.0,0.0,0.036066335157993845
GRTT,0.00297543470708588,0.002975434707637964,0.002975434707674359,0.002975434707637964,0.002975434707700342,0.0029754347076379637
GSNK,0.03339925459323467,0.033399254593287964,0.03339925459328863,0.03339925459323112,0.033399254593288186,0.033399254593618366
GK1,0.002292437195152968,0.0022924371952062587,0.0,0.0022924371951494153,0.002292437195206481,0.002292437195536661
GK2,0.0,0.0,0.0024344465789631897,0.0,0.0,0.0
GLCGSD,0.0,0.690368625207453,0.6523350691547569,0.0,0.0,0.0
GLCGSDv@GLCNtv,0.0,0.0,0.0,0.0,0.0,0.0
GTHOr,0.0,0.0,0.0,0.0,0.0,0.0
GLCP,1.2155460313031257,0.0,0.0,0.8910142359213944,0.0,0.2819163382429386
GLCS2,1.5661739621923727,1.040996556096699,1.002963000044004,1.2416421668106414,0.35062793088924704,0.6325442691321856
GTHPi,0.0,0.0,0.0,0.0,0.0,0.0
GLCt1,8.588500140991025,7.950379015931009,7.245220099917115,8.56808674768248,8.36183476479609,7.112153177823404
GLCtv,0.0,0.0,0.0,0.0,0.0,0.0
FBA3@PFK_3,7.704368032109012,7.639787003317454,8.428747968990717,7.475719998265691,7.677983073848657,7.988350639254037
GLNS,0.0,0.0,0.04682281337876748,0.0,0.004579143533211871,0.10310733262030769
FBP,0.0,0.0,0.0,0.0,0.0,0.0
GLNt2r,1.8391859727829047,1.9834967504007033,2.0,2.0,2.0,2.0
GLNt6@GLNt7,0.0,0.0,0.0,0.0,0.0,0.0
GTPH1,0.0,0.0,0.0,0.0,0.0,0.0
FBP26@PFK26,0.0,0.0,0.0,0.0,0.0,0.0
GLU5K,0.0,0.0,0.0,0.0,0.0,0.0
GLUDC,0.0,0.0,0.0,0.0,0.0,0.0
GUAD,0.0,0.0,0.0,0.0,0.0,0.0
GUAPRT,0.0,0.0,0.0,0.0,0.0,0.0
